Gss year for this respondent                       ,Respondent id number,How often r attends religious services,Ballot used for interview,Respondents sex
2006,1170,Every week,Ballot a,Female
2006,1171,Never,Ballot b,Male
2006,1172,Never,Ballot c,Female
2006,1173,More thn once wk,Ballot d,Male
2006,1174,Never,Ballot d,Female
2006,1175,2-3x a month,Ballot a,Male
2006,1176,Once a year,Ballot a,Female
2006,1177,2-3x a month,Ballot c,Male
2006,1178,Never,Ballot a,Male
2006,1179,Once a month,Ballot c,Male
2006,1180,Every week,Ballot d,Female
2006,1181,Sevrl times a yr,Ballot d,Male
2006,1182,Every week,Ballot b,Female
2006,1183,Sevrl times a yr,Ballot c,Male
2006,1184,Never,Ballot b,Male
2006,1185,Every week,Ballot c,Female
2006,1186,Once a year,Ballot c,Male
2006,1187,Never,Ballot a,Male
2006,1188,Never,Ballot a,Female
2006,1189,Sevrl times a yr,Ballot c,Female
2006,1190,Lt once a year,Ballot d,Male
2006,1191,More thn once wk,Ballot b,Female
2006,1192,Sevrl times a yr,Ballot d,Female
2006,1193,Lt once a year,Ballot b,Female
2006,1194,Once a year,Ballot d,Male
2006,1195,Lt once a year,Ballot d,Female
2006,1196,Once a year,Ballot b,Female
2006,1197,2-3x a month,Ballot d,Male
2006,1198,Never,Ballot a,Male
2006,1199,Never,Ballot c,Female
2006,1200,Once a year,Ballot c,Female
2006,1201,More thn once wk,Ballot a,Female
2006,1202,Sevrl times a yr,Ballot b,Male
2006,1203,Sevrl times a yr,Ballot d,Male
2006,1204,Never,Ballot d,Female
2006,1205,Every week,Ballot d,Female
2006,1206,Never,Ballot b,Male
2006,1207,Never,Ballot c,Male
2006,1208,More thn once wk,Ballot a,Female
2006,1209,Nrly every week,Ballot d,Male
2006,1210,Sevrl times a yr,Ballot c,Female
2006,1211,Never,Ballot c,Female
2006,1212,Never,Ballot a,Female
2006,1213,Every week,Ballot d,Male
2006,1214,Every week,Ballot d,Female
2006,1215,Once a year,Ballot c,Male
2006,1216,Every week,Ballot c,Female
2006,1217,Every week,Ballot b,Female
2006,1218,Every week,Ballot d,Female
2006,1219,Never,Ballot a,Female
2006,1220,Every week,Ballot b,Female
2006,1221,Sevrl times a yr,Ballot b,Female
2006,1222,Nrly every week,Ballot d,Female
2006,1223,Every week,Ballot c,Female
2006,1224,"Dk,na",Ballot b,Male
2006,1225,More thn once wk,Ballot b,Female
2006,1226,Every week,Ballot d,Female
2006,1227,Every week,Ballot a,Female
2006,1228,Never,Ballot b,Male
2006,1229,Nrly every week,Ballot b,Female
2006,1230,Every week,Ballot a,Male
2006,1231,Every week,Ballot c,Male
2006,1232,Never,Ballot c,Female
2006,1233,Never,Ballot d,Male
2006,1234,Never,Ballot a,Male
2006,1235,Every week,Ballot a,Male
2006,1236,Never,Ballot a,Male
2006,1237,Sevrl times a yr,Ballot c,Male
2006,1238,Never,Ballot d,Female
2006,1239,More thn once wk,Ballot a,Female
2006,1240,Never,Ballot a,Male
2006,1241,Every week,Ballot c,Male
2006,1242,2-3x a month,Ballot d,Female
2006,1243,Once a year,Ballot d,Female
2006,1244,Never,Ballot a,Male
2006,1245,Lt once a year,Ballot b,Male
2006,1246,Sevrl times a yr,Ballot d,Female
2006,1247,More thn once wk,Ballot a,Male
2006,1248,Once a month,Ballot a,Female
2006,1249,2-3x a month,Ballot a,Male
2006,1250,Never,Ballot d,Male
2006,1251,Never,Ballot a,Male
2006,1252,More thn once wk,Ballot c,Female
2006,1253,Once a year,Ballot a,Female
2006,1254,Never,Ballot b,Female
2006,1255,Never,Ballot d,Male
2006,1256,Once a year,Ballot d,Male
2006,1257,Never,Ballot c,Male
2006,1258,Never,Ballot c,Male
2006,1259,Never,Ballot a,Male
2006,1260,Every week,Ballot d,Female
2006,1261,Never,Ballot b,Male
2006,1262,Lt once a year,Ballot c,Male
2006,1263,Lt once a year,Ballot d,Male
2006,1264,Once a year,Ballot b,Female
2006,1265,Every week,Ballot b,Female
2006,1266,Every week,Ballot d,Female
2006,1267,Once a month,Ballot d,Male
2006,1268,Every week,Ballot a,Male
2006,1269,Lt once a year,Ballot d,Male
2006,1270,Never,Ballot a,Female
2006,1271,Once a year,Ballot a,Female
2006,1272,Never,Ballot b,Female
2006,1273,Never,Ballot a,Female
2006,1274,Every week,Ballot b,Female
2006,1275,Every week,Ballot d,Male
2006,1276,Once a year,Ballot d,Male
2006,1277,Once a month,Ballot c,Male
2006,1278,Once a year,Ballot c,Female
2006,1279,Every week,Ballot a,Male
2006,1280,Once a month,Ballot d,Male
2006,1281,Every week,Ballot d,Male
2006,1282,Every week,Ballot a,Male
2006,1283,2-3x a month,Ballot a,Female
2006,1284,Nrly every week,Ballot d,Male
2006,1285,Once a year,Ballot b,Male
2006,1286,Every week,Ballot d,Male
2006,1287,Sevrl times a yr,Ballot a,Male
2006,1288,Never,Ballot d,Male
2006,1289,Every week,Ballot b,Female
2006,1290,Once a year,Ballot a,Female
2006,1291,Every week,Ballot a,Female
2006,1292,Every week,Ballot c,Male
2006,1293,2-3x a month,Ballot d,Male
2006,1294,Once a year,Ballot c,Female
2006,1295,Every week,Ballot b,Female
2006,1296,Every week,Ballot b,Male
2006,1297,Once a year,Ballot a,Male
2006,1298,Sevrl times a yr,Ballot c,Female
2006,1299,Every week,Ballot d,Female
2006,1300,Every week,Ballot c,Female
2006,1301,2-3x a month,Ballot b,Male
2006,1302,Once a month,Ballot c,Female
2006,1303,Once a month,Ballot a,Male
2006,1304,Every week,Ballot c,Female
2006,1305,Once a month,Ballot b,Male
2006,1306,2-3x a month,Ballot d,Male
2006,1307,Every week,Ballot a,Female
2006,1308,Nrly every week,Ballot b,Female
2006,1309,2-3x a month,Ballot a,Female
2006,1310,Nrly every week,Ballot c,Female
2006,1311,Lt once a year,Ballot d,Female
2006,1312,Every week,Ballot c,Female
2006,1313,Once a year,Ballot a,Female
2006,1314,Every week,Ballot d,Female
2006,1315,Sevrl times a yr,Ballot d,Female
2006,1316,Every week,Ballot d,Male
2006,1317,2-3x a month,Ballot b,Female
2006,1318,2-3x a month,Ballot a,Male
2006,1319,Every week,Ballot d,Male
2006,1320,Every week,Ballot c,Male
2006,1321,Once a year,Ballot a,Female
2006,1322,Every week,Ballot a,Female
2006,1323,More thn once wk,Ballot d,Male
2006,1324,More thn once wk,Ballot c,Female
2006,1325,Never,Ballot b,Male
2006,1326,2-3x a month,Ballot c,Female
2006,1327,Once a month,Ballot d,Female
2006,1328,More thn once wk,Ballot c,Female
2006,1329,Every week,Ballot d,Female
2006,1330,Every week,Ballot b,Female
2006,1331,Every week,Ballot a,Female
2006,1332,Every week,Ballot a,Female
2006,1333,Every week,Ballot d,Male
2006,1334,Once a year,Ballot d,Male
2006,1335,Every week,Ballot d,Male
2006,1336,Sevrl times a yr,Ballot d,Female
2006,1337,Once a year,Ballot c,Female
2006,1338,Once a month,Ballot a,Male
2006,1339,Once a month,Ballot d,Female
2006,1340,Once a year,Ballot d,Female
2006,1341,Sevrl times a yr,Ballot c,Female
2006,1342,Sevrl times a yr,Ballot c,Female
2006,1343,Nrly every week,Ballot c,Female
2006,1344,Once a year,Ballot d,Male
2006,1345,Once a month,Ballot a,Male
2006,1346,2-3x a month,Ballot b,Male
2006,1347,2-3x a month,Ballot b,Male
2006,1348,2-3x a month,Ballot a,Male
2006,1349,Once a month,Ballot b,Female
2006,1350,Nrly every week,Ballot b,Female
2006,1351,More thn once wk,Ballot a,Female
2006,1352,Every week,Ballot a,Female
2006,1353,Sevrl times a yr,Ballot d,Female
2006,1354,2-3x a month,Ballot d,Male
2006,1355,Once a year,Ballot a,Male
2006,1356,Every week,Ballot d,Female
2006,1357,Every week,Ballot c,Male
2006,1358,Once a year,Ballot a,Male
2006,1359,Never,Ballot b,Male
2006,1360,Never,Ballot b,Male
2006,1361,Every week,Ballot c,Female
2006,1362,2-3x a month,Ballot d,Male
2006,1363,Every week,Ballot d,Female
2006,1364,More thn once wk,Ballot a,Male
2006,1365,Once a month,Ballot d,Male
2006,1366,Every week,Ballot d,Female
2006,1367,Every week,Ballot a,Female
2006,1368,Every week,Ballot a,Female
2006,1369,2-3x a month,Ballot d,Male
2006,1370,Every week,Ballot d,Female
2006,1371,Lt once a year,Ballot b,Male
2006,1372,Once a month,Ballot d,Female
2006,1373,Every week,Ballot b,Female
2006,1374,Once a year,Ballot d,Female
2006,1375,Sevrl times a yr,Ballot b,Male
2006,1376,More thn once wk,Ballot d,Male
2006,1377,2-3x a month,Ballot c,Male
2006,1378,2-3x a month,Ballot b,Male
2006,1379,Every week,Ballot a,Male
2006,1380,2-3x a month,Ballot a,Male
2006,1381,Once a year,Ballot b,Female
2006,1382,Sevrl times a yr,Ballot b,Female
2006,1383,Every week,Ballot b,Male
2006,1384,Every week,Ballot c,Female
2006,1385,Nrly every week,Ballot a,Female
2006,1386,2-3x a month,Ballot a,Male
2006,1387,Every week,Ballot a,Male
2006,1388,Every week,Ballot d,Female
2006,1389,Lt once a year,Ballot d,Female
2006,1390,Every week,Ballot d,Male
2006,1391,2-3x a month,Ballot a,Male
2006,1392,Every week,Ballot d,Female
2006,1393,Nrly every week,Ballot d,Male
2006,1394,Every week,Ballot d,Female
2006,1395,Once a month,Ballot c,Female
2006,1396,2-3x a month,Ballot d,Male
2006,1397,Never,Ballot d,Female
2006,1398,Lt once a year,Ballot d,Female
2006,1399,Never,Ballot b,Female
2006,1400,Lt once a year,Ballot d,Female
2006,1401,Once a month,Ballot a,Female
2006,1402,Every week,Ballot b,Female
2006,1403,Every week,Ballot d,Female
2006,1404,Every week,Ballot d,Female
2006,1405,More thn once wk,Ballot d,Female
2006,1406,Once a year,Ballot c,Male
2006,1407,Nrly every week,Ballot a,Female
2006,1408,Once a year,Ballot c,Male
2006,1409,Never,Ballot d,Male
2006,1410,Never,Ballot b,Male
2006,1411,Every week,Ballot d,Female
2006,1412,Once a month,Ballot a,Female
2006,1413,Every week,Ballot a,Female
2006,1414,Once a year,Ballot c,Male
2006,1415,Once a month,Ballot d,Female
2006,1416,Never,Ballot c,Male
2006,1417,Every week,Ballot d,Male
2006,1418,Sevrl times a yr,Ballot d,Male
2006,1419,2-3x a month,Ballot a,Male
2006,1420,Sevrl times a yr,Ballot b,Male
2006,1421,Once a year,Ballot d,Female
2006,1422,More thn once wk,Ballot a,Female
2006,1423,Every week,Ballot c,Male
2006,1424,2-3x a month,Ballot a,Female
2006,1425,Nrly every week,Ballot d,Male
2006,1426,Sevrl times a yr,Ballot a,Male
2006,1427,2-3x a month,Ballot b,Female
2006,1428,Sevrl times a yr,Ballot a,Male
2006,1429,Every week,Ballot d,Female
2006,1430,Sevrl times a yr,Ballot b,Female
2006,1431,Every week,Ballot b,Male
2006,1432,Sevrl times a yr,Ballot c,Female
2006,1433,Every week,Ballot a,Male
2006,1434,Every week,Ballot d,Female
2006,1435,Once a month,Ballot b,Female
2006,1436,Sevrl times a yr,Ballot a,Male
2006,1437,Every week,Ballot d,Female
2006,1438,Every week,Ballot b,Male
2006,1439,Once a month,Ballot d,Male
2006,1440,Every week,Ballot c,Male
2006,1441,More thn once wk,Ballot d,Male
2006,1442,Never,Ballot b,Male
2006,1443,Lt once a year,Ballot c,Female
2006,1444,Once a year,Ballot a,Male
2006,1445,Never,Ballot d,Female
2006,1446,Every week,Ballot a,Male
2006,1447,Sevrl times a yr,Ballot d,Male
2006,1448,2-3x a month,Ballot d,Female
2006,1449,Never,Ballot c,Male
2006,1450,Every week,Ballot c,Male
2006,1451,Once a month,Ballot d,Male
2006,1452,2-3x a month,Ballot d,Female
2006,1453,2-3x a month,Ballot d,Female
2006,1454,2-3x a month,Ballot b,Male
2006,1455,Every week,Ballot a,Male
2006,1456,Once a year,Ballot a,Female
2006,1457,Every week,Ballot c,Female
2006,1458,Once a month,Ballot c,Male
2006,1459,Once a month,Ballot a,Female
2006,1460,Sevrl times a yr,Ballot c,Female
2006,1461,Every week,Ballot c,Male
2006,1462,Lt once a year,Ballot b,Male
2006,1463,Every week,Ballot d,Male
2006,1464,Never,Ballot d,Female
2006,1465,Every week,Ballot b,Male
2006,1466,Never,Ballot d,Female
2006,1467,Lt once a year,Ballot d,Female
2006,1468,Once a year,Ballot c,Male
2006,1469,More thn once wk,Ballot a,Female
2006,1470,Every week,Ballot d,Female
2006,1471,Every week,Ballot c,Female
2006,1472,More thn once wk,Ballot d,Male
2006,1473,Sevrl times a yr,Ballot c,Female
2006,1474,Every week,Ballot a,Male
2006,1475,Lt once a year,Ballot a,Female
2006,1476,Sevrl times a yr,Ballot b,Male
2006,1477,Sevrl times a yr,Ballot d,Female
2006,1478,Once a year,Ballot c,Male
2006,1479,Sevrl times a yr,Ballot d,Male
2006,1480,Never,Ballot b,Male
2006,1481,Once a month,Ballot a,Female
2006,1482,Sevrl times a yr,Ballot b,Female
2006,1483,More thn once wk,Ballot a,Male
2006,1484,Once a month,Ballot d,Female
2006,1485,2-3x a month,Ballot b,Male
2006,1486,Nrly every week,Ballot b,Male
2006,1487,Sevrl times a yr,Ballot d,Female
2006,1488,Lt once a year,Ballot c,Female
2006,1489,More thn once wk,Ballot d,Male
2006,1490,Never,Ballot a,Female
2006,1491,Every week,Ballot c,Male
2006,1492,Once a month,Ballot b,Female
2006,1493,Every week,Ballot b,Female
2006,1494,Every week,Ballot d,Male
2006,1495,Once a month,Ballot b,Female
2006,1496,Never,Ballot a,Male
2006,1497,Never,Ballot d,Male
2006,1498,2-3x a month,Ballot b,Female
2006,1499,2-3x a month,Ballot c,Female
2006,1500,Sevrl times a yr,Ballot d,Male
2006,1501,Nrly every week,Ballot b,Male
2006,1502,Once a month,Ballot c,Female
2006,1503,Once a year,Ballot c,Male
2006,1504,Never,Ballot a,Male
2006,1505,Every week,Ballot d,Female
2006,1506,Every week,Ballot c,Female
2006,1507,Never,Ballot b,Female
2006,1508,More thn once wk,Ballot d,Female
2006,1509,Lt once a year,Ballot b,Male
2006,1510,Every week,Ballot d,Female
2006,1511,More thn once wk,Ballot d,Female
2006,1512,Nrly every week,Ballot b,Female
2006,1513,"Dk,na",Ballot a,Female
2006,1514,Every week,Ballot c,Male
2006,1515,Once a year,Ballot d,Male
2006,1516,Sevrl times a yr,Ballot c,Male
2006,1517,Never,Ballot d,Female
2006,1518,Every week,Ballot d,Female
2006,1519,Never,Ballot b,Male
2006,1520,Once a year,Ballot a,Male
2006,1521,Sevrl times a yr,Ballot c,Male
2006,1522,More thn once wk,Ballot d,Female
2006,1523,Once a year,Ballot c,Female
2006,1524,Sevrl times a yr,Ballot a,Female
2006,1525,Every week,Ballot d,Female
2006,1526,Sevrl times a yr,Ballot d,Female
2006,1527,Every week,Ballot d,Female
2006,1528,Sevrl times a yr,Ballot c,Male
2006,1529,Never,Ballot b,Male
2006,1530,Lt once a year,Ballot a,Male
2006,1531,Never,Ballot c,Female
2006,1532,Every week,Ballot a,Female
2006,1533,2-3x a month,Ballot c,Male
2006,1534,Sevrl times a yr,Ballot a,Male
2006,1535,Never,Ballot d,Male
2006,1536,Never,Ballot c,Male
2006,1537,Never,Ballot a,Female
2006,1538,Never,Ballot a,Female
2006,1539,Never,Ballot c,Male
2006,1540,2-3x a month,Ballot b,Male
2006,1541,Sevrl times a yr,Ballot b,Female
2006,1542,Every week,Ballot d,Female
2006,1543,Never,Ballot c,Female
2006,1544,Every week,Ballot a,Female
2006,1545,Once a year,Ballot d,Female
2006,1546,Once a year,Ballot d,Male
2006,1547,Never,Ballot a,Male
2006,1548,Once a month,Ballot d,Female
2006,1549,2-3x a month,Ballot b,Male
2006,1550,Once a month,Ballot a,Male
2006,1551,Never,Ballot d,Male
2006,1552,Once a year,Ballot d,Male
2006,1553,Once a year,Ballot a,Male
2006,1554,Never,Ballot c,Male
2006,1555,Once a year,Ballot a,Male
2006,1556,Never,Ballot a,Female
2006,1557,Lt once a year,Ballot d,Male
2006,1558,Never,Ballot d,Female
2006,1559,Every week,Ballot c,Female
2006,1560,Never,Ballot b,Female
2006,1561,Sevrl times a yr,Ballot d,Male
2006,1562,Never,Ballot b,Male
2006,1563,Never,Ballot a,Female
2006,1564,Once a year,Ballot c,Female
2006,1565,Never,Ballot a,Male
2006,1566,Lt once a year,Ballot c,Male
2006,1567,Never,Ballot b,Male
2006,1568,Once a year,Ballot a,Female
2006,1569,Never,Ballot b,Male
2006,1570,Never,Ballot d,Female
2006,1571,Every week,Ballot b,Male
2006,1572,Lt once a year,Ballot d,Male
2006,1573,2-3x a month,Ballot d,Male
2006,1574,Lt once a year,Ballot a,Female
2006,1575,Never,Ballot c,Female
2006,1576,2-3x a month,Ballot b,Female
2006,1577,Every week,Ballot d,Female
2006,1578,Lt once a year,Ballot d,Male
2006,1579,Once a year,Ballot d,Female
2006,1580,Once a month,Ballot d,Male
2006,1581,More thn once wk,Ballot d,Male
2006,1582,Never,Ballot c,Male
2006,1583,Once a month,Ballot b,Male
2006,1584,2-3x a month,Ballot a,Male
2006,1585,Once a year,Ballot a,Female
2006,1586,Once a year,Ballot d,Male
2006,1587,Once a year,Ballot a,Female
2006,1588,More thn once wk,Ballot d,Female
2006,1589,Lt once a year,Ballot c,Female
2006,1590,Never,Ballot b,Female
2006,1591,Never,Ballot c,Male
2006,1592,Never,Ballot a,Female
2006,1593,Never,Ballot b,Female
2006,1594,Never,Ballot a,Female
2006,1595,Sevrl times a yr,Ballot d,Female
2006,1596,Every week,Ballot c,Female
2006,1597,Lt once a year,Ballot d,Male
2006,1598,Once a year,Ballot a,Female
2006,1599,Once a year,Ballot b,Male
2006,1600,Never,Ballot a,Female
2006,1601,Never,Ballot d,Female
2006,1602,Never,Ballot a,Female
2006,1603,Never,Ballot a,Female
2006,1604,Sevrl times a yr,Ballot c,Female
2006,1605,Never,Ballot a,Female
2006,1606,Never,Ballot c,Female
2006,1607,Once a month,Ballot c,Male
2006,1608,Never,Ballot a,Female
2006,1609,Once a year,Ballot d,Female
2006,1610,2-3x a month,Ballot a,Female
2006,1611,Nrly every week,Ballot b,Female
2006,1612,Never,Ballot c,Female
2006,1613,Lt once a year,Ballot c,Female
2006,1614,2-3x a month,Ballot a,Male
2006,1615,Once a month,Ballot d,Male
2006,1616,Lt once a year,Ballot a,Female
2006,1617,More thn once wk,Ballot c,Female
2006,1618,Lt once a year,Ballot d,Female
2006,1619,Every week,Ballot c,Female
2006,1620,Once a month,Ballot b,Male
2006,1621,Once a year,Ballot a,Female
2006,1622,Every week,Ballot d,Female
2006,1623,Every week,Ballot a,Male
2006,1624,2-3x a month,Ballot a,Female
2006,1625,Once a year,Ballot b,Female
2006,1626,Once a year,Ballot c,Female
2006,1627,Every week,Ballot d,Male
2006,1628,2-3x a month,Ballot d,Female
2006,1629,Never,Ballot a,Male
2006,1630,Sevrl times a yr,Ballot d,Female
2006,1631,Once a month,Ballot d,Male
2006,1632,Once a year,Ballot c,Male
2006,1633,2-3x a month,Ballot c,Female
2006,1634,Never,Ballot c,Female
2006,1635,Every week,Ballot d,Male
2006,1636,Never,Ballot b,Female
2006,1637,Once a month,Ballot b,Female
2006,1638,Once a month,Ballot d,Female
2006,1639,Once a year,Ballot c,Male
2006,1640,Every week,Ballot b,Male
2006,1641,Once a year,Ballot d,Male
2006,1642,Every week,Ballot c,Female
2006,1643,Sevrl times a yr,Ballot d,Female
2006,1644,Every week,Ballot a,Female
2006,1645,Once a month,Ballot d,Male
2006,1646,Never,Ballot c,Female
2006,1647,Sevrl times a yr,Ballot a,Female
2006,1648,Every week,Ballot a,Female
2006,1649,Never,Ballot a,Female
2006,1650,Sevrl times a yr,Ballot a,Male
2006,1651,Never,Ballot d,Female
2006,1652,Once a month,Ballot d,Female
2006,1653,Never,Ballot d,Male
2006,1654,Once a year,Ballot d,Male
2006,1655,Sevrl times a yr,Ballot a,Male
2006,1656,Once a year,Ballot d,Male
2006,1657,Never,Ballot c,Female
2006,1658,Never,Ballot a,Male
2006,1659,Never,Ballot b,Male
2006,1660,More thn once wk,Ballot d,Female
2006,1661,Every week,Ballot d,Female
2006,1662,Never,Ballot b,Female
2006,1663,Once a month,Ballot d,Female
2006,1664,Never,Ballot d,Male
2006,1665,Once a month,Ballot a,Female
2006,1666,Once a year,Ballot a,Male
2006,1667,Never,Ballot d,Female
2006,1668,Never,Ballot c,Male
2006,1669,2-3x a month,Ballot c,Female
2006,1670,Nrly every week,Ballot d,Female
2006,1671,Every week,Ballot a,Female
2006,1672,Once a month,Ballot b,Male
2006,1673,Every week,Ballot a,Female
2006,1674,Lt once a year,Ballot c,Male
2006,1675,Every week,Ballot b,Female
2006,1676,More thn once wk,Ballot d,Male
2006,1677,Never,Ballot c,Male
2006,1678,Every week,Ballot c,Male
2006,1679,Every week,Ballot d,Female
2006,1680,Sevrl times a yr,Ballot b,Male
2006,1681,Every week,Ballot d,Female
2006,1682,Every week,Ballot d,Female
2006,1683,Never,Ballot a,Female
2006,1684,Lt once a year,Ballot b,Female
2006,1685,Once a year,Ballot c,Female
2006,1686,Once a year,Ballot a,Female
2006,1687,Never,Ballot a,Male
2006,1688,Every week,Ballot a,Female
2006,1689,Once a year,Ballot c,Male
2006,1690,Sevrl times a yr,Ballot a,Female
2006,1691,Nrly every week,Ballot a,Female
2006,1692,Every week,Ballot c,Female
2006,1693,Sevrl times a yr,Ballot c,Male
2006,1694,Never,Ballot a,Male
2006,1695,Every week,Ballot a,Male
2006,1696,Nrly every week,Ballot b,Female
